Filename,Places,Transitions,ptarcs,tparcs,In_Degree,Out_Degree,Rules_set_Active,Tokens,Bonds,Max_bond_degree,Mean_bond_degree,Sd_bond_degree,Tokens_Initial,Initial_Bonds,bonds_created,bonds_destroyed,Bond_Arcs
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_38.lp,10,10,11,11,1.1,1.1,"{'R1': 2, 'R2': 4, 'R3': 1, 'R4': 0, 'R5': 0, 'R6': 1, 'R7': 1, 'R8': 1, 'R9': 0}",10,1,2.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_39.lp,10,8,9,15,1.5,0.9,"{'R1': 4, 'R2': 1, 'R3': 0, 'R4': 3, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 2}",10,3,3.0,2.1666666666666665,0.408248290463863,10.0,3.0,1.0,0.0,7.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_4.lp,10,3,9,9,0.9,0.9,"{'R1': 1, 'R2': 0, 'R3': 1, 'R4': 1, 'R5': 0, 'R6': 0, 'R7': 5, 'R8': 0, 'R9': 0}",10,1,2.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_40.lp,10,13,14,18,1.8,1.4,"{'R1': 1, 'R2': 3, 'R3': 2, 'R4': 1, 'R5': 1, 'R6': 3, 'R7': 1, 'R8': 2, 'R9': 2}",10,2,3.0,2.2,0.4472135954999579,10.0,2.0,2.0,0.0,6.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_41.lp,10,11,14,17,1.7,1.4,"{'R1': 0, 'R2': 1, 'R3': 3, 'R4': 2, 'R5': 1, 'R6': 3, 'R7': 2, 'R8': 2, 'R9': 3}",10,1,2.0,2.0,0.0,10.0,1.0,1.0,0.0,3.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_42.lp,10,11,14,14,1.4,1.4,"{'R1': 0, 'R2': 1, 'R3': 4, 'R4': 1, 'R5': 1, 'R6': 3, 'R7': 2, 'R8': 1, 'R9': 0}",10,1,2.0,2.0,0.0,10.0,1.0,3.0,0.0,5.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_43.lp,10,10,11,25,2.5,1.1,"{'R1': 3, 'R2': 0, 'R3': 0, 'R4': 5, 'R5': 4, 'R6': 1, 'R7': 0, 'R8': 1, 'R9': 1}",10,6,2.0,2.0,0.0,10.0,6.0,2.0,0.0,14.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_44.lp,10,13,14,14,1.4,1.4,"{'R1': 3, 'R2': 3, 'R3': 1, 'R4': 0, 'R5': 2, 'R6': 2, 'R7': 1, 'R8': 1, 'R9': 0}",10,1,2.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_45.lp,10,7,9,10,1.0,0.9,"{'R1': 0, 'R2': 2, 'R3': 3, 'R4': 1, 'R5': 0, 'R6': 0, 'R7': 2, 'R8': 1, 'R9': 0}",10,1,2.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_46.lp,10,6,8,11,1.1,0.8,"{'R1': 0, 'R2': 2, 'R3': 2, 'R4': 3, 'R5': 1, 'R6': 0, 'R7': 1, 'R8': 0, 'R9': 0}",10,2,2.0,2.0,0.0,10.0,2.0,2.0,0.0,6.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_47.lp,10,14,15,17,1.7,1.5,"{'R1': 0, 'R2': 4, 'R3': 4, 'R4': 0, 'R5': 3, 'R6': 1, 'R7': 0, 'R8': 1, 'R9': 4}",10,1,2.0,2.0,0.0,10.0,1.0,1.0,0.0,3.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_48.lp,10,8,15,17,1.7,1.5,"{'R1': 0, 'R2': 1, 'R3': 1, 'R4': 3, 'R5': 1, 'R6': 2, 'R7': 3, 'R8': 2, 'R9': 2}",10,2,2.0,2.0,0.0,10.0,2.0,1.0,0.0,5.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_49.lp,10,10,13,13,1.3,1.3,"{'R1': 1, 'R2': 3, 'R3': 1, 'R4': 1, 'R5': 1, 'R6': 1, 'R7': 2, 'R8': 2, 'R9': 0}",10,2,3.0,2.2,0.4472135954999579,10.0,2.0,2.0,0.0,6.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_5.lp,10,10,11,11,1.1,1.1,"{'R1': 3, 'R2': 2, 'R3': 2, 'R4': 0, 'R5': 1, 'R6': 1, 'R7': 1, 'R8': 0, 'R9': 0}",10,1,2.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_6.lp,10,8,11,12,1.2,1.1,"{'R1': 2, 'R2': 1, 'R3': 1, 'R4': 2, 'R5': 0, 'R6': 1, 'R7': 2, 'R8': 2, 'R9': 0}",10,1,2.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_7.lp,10,8,10,13,1.3,1.0,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 1, 'R6': 1, 'R7': 1, 'R8': 0, 'R9': 1}",10,2,2.0,2.0,0.0,10.0,2.0,3.0,0.0,9.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_8.lp,10,12,13,13,1.3,1.3,"{'R1': 4, 'R2': 1, 'R3': 2, 'R4': 1, 'R5': 1, 'R6': 2, 'R7': 0, 'R8': 1, 'R9': 0}",10,2,2.0,2.0,0.0,10.0,2.0,0.0,0.0,4.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_10/randomPN_9.lp,10,11,13,12,1.2,1.3,"{'R1': 1, 'R2': 1, 'R3': 5, 'R4': 1, 'R5': 2, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 1}",10,2,2.0,2.0,0.0,10.0,2.0,1.0,0.0,5.0
